"","X","Home.Team","Away.Team","Score","Half.Time.Score","Match.Excitement","Home.Team.Rating","Away.Team.Rating","Home.Team.Possession..","Away.Team.Possession..","Home.Team.Off.Target.Shots","Home.Team.On.Target.Shots","Home.Team.Total.Shots","Home.Team.Blocked.Shots","Home.Team.Corners","Home.Team.Throw.Ins","Home.Team.Pass.Success..","Home.Team.Aerials.Won","Home.Team.Clearances","Home.Team.Fouls","Home.Team.Yellow.Cards","Home.Team.Second.Yellow.Cards","Home.Team.Red.Cards","Away.Team.Off.Target.Shots","Away.Team.On.Target.Shots","Away.Team.Total.Shots","Away.Team.Blocked.Shots","Away.Team.Corners","Away.Team.Throw.Ins","Away.Team.Pass.Success..","Away.Team.Aerials.Won","Away.Team.Clearances","Away.Team.Fouls","Away.Team.Yellow.Cards","Away.Team.Second.Yellow.Cards","Away.Team.Red.Cards","Home.Team.Goals.Scored","Away.Team.Goals.Scored","Home.Team.Goals.Conceeded","Away.Team.Goals.Conceeded","year"
"1682",1681,"REAL SOCIEDAD","ALAVÉS","0-1","0-1",3.5,5.8,6.6,68,32,9,4,18,5,10,24,84,31,17,14,2,0,0,4,3,9,2,1,18,66,23,37,11,4,0,0,0,1,1,0,2018
"1683",1682,"REAL BETIS","EIBAR","1-1","1-0",4.2,6,6.4,57,43,2,2,4,0,4,16,86,17,38,11,2,0,0,8,4,15,3,11,17,78,17,11,13,4,0,0,1,1,1,1,2018
"1684",1683,"ATLETICO MADRID","ESPANYOL","1-0","0-0",4,6.4,6.1,37,63,2,5,8,1,5,15,73,14,25,16,1,0,0,8,4,18,6,9,18,83,15,14,13,1,0,0,1,0,0,1,2018
"1685",1684,"BARCELONA","CELTA","2-0","2-0",4.1,7.4,5.6,51,49,3,5,9,1,4,20,86,7,11,14,0,0,0,6,1,11,4,6,11,86,4,10,15,1,0,0,2,0,0,2,2018
"1686",1685,"ATHLETIC","VALLADOLID","1-1","1-0",4.3,6,6,43,57,2,3,8,3,3,17,74,26,17,25,3,0,0,3,2,5,0,1,20,81,22,12,12,2,0,0,1,1,1,1,2018
"1687",1686,"VALENCIA","HUESCA","2-1","1-0",7.2,6.4,5.6,48,52,6,8,19,5,12,22,76,20,27,14,7,0,0,4,4,11,3,5,17,81,19,37,15,4,0,0,2,1,1,2,2018
"1688",1687,"LEGANÉS","SEVILLA FC","1-1","1-0",5,6.5,6.2,47,53,7,4,13,2,3,27,76,29,30,14,3,0,0,3,2,8,3,6,29,74,17,20,9,3,0,1,1,1,1,1,2018
"1689",1688,"RAYO VALLECANO","LEVANTE","2-1","1-0",6.5,7.5,4.9,41,59,6,8,18,4,3,11,76,11,47,13,2,0,0,2,7,12,3,5,42,75,15,18,10,2,0,0,2,1,1,2,2018
"1690",1689,"VILLARREAL","REAL MADRID","2-2","1-2",8.2,6.3,6.5,46,54,3,4,12,5,6,13,87,11,13,12,2,0,0,2,7,14,5,4,10,89,7,17,13,2,0,0,2,2,2,2,2018
"1691",1690,"LEVANTE","GIRONA","2-2","0-1",8.1,5.9,6.3,56,44,5,8,19,6,8,19,78,11,15,18,3,0,1,6,2,9,1,2,13,72,23,30,16,1,0,0,2,2,2,2,2018
"1692",1691,"ESPANYOL","LEGANÉS","1-0","1-0",3.8,6.4,5.5,52,48,8,1,12,3,3,23,81,23,31,10,2,0,0,5,2,10,3,6,15,80,25,16,17,4,1,0,1,0,0,1,2018
"1693",1692,"VALLADOLID","RAYO VALLECANO","0-1","0-1",4,5.5,7.2,59,41,5,5,12,2,9,23,80,12,7,16,0,0,0,2,5,9,2,5,17,76,15,31,23,3,0,0,0,1,1,0,2018
"1694",1693,"ALAVÉS","VALENCIA","2-1","2-1",5.6,6.4,5.6,45,55,6,5,14,3,2,23,70,31,30,10,3,0,0,8,2,14,4,6,19,77,24,34,13,3,0,0,2,1,1,2,2018
"1695",1694,"HUESCA","REAL BETIS","2-1","0-0",5.3,7.5,5.2,33,67,4,6,11,1,4,17,73,10,20,21,3,0,0,1,1,7,5,6,17,86,12,22,7,2,0,0,2,1,1,2,2018
"1696",1695,"EIBAR","VILLARREAL","0-0","0-0",3,6.6,6.2,55,45,10,6,24,8,13,20,72,41,8,12,0,0,0,3,4,7,0,1,24,65,37,38,15,2,0,0,0,0,0,0,2018
"1697",1696,"SEVILLA FC","ATLETICO MADRID","1-1","1-1",5.4,5.8,6.7,55,45,6,5,15,4,4,25,82,19,27,15,5,0,0,3,7,12,2,5,15,77,20,22,11,7,0,0,1,1,1,1,2018
"1698",1697,"REAL MADRID","REAL SOCIEDAD","0-2","0-1",6.3,5.7,7.1,59,41,8,8,28,12,10,27,88,15,9,13,4,1,0,5,4,12,3,4,19,82,12,41,13,1,0,0,0,2,2,0,2018
"1699",1698,"GETAFE","BARCELONA","1-2","1-2",5.9,5.1,6.9,24,76,6,2,10,2,4,11,68,6,17,23,4,0,0,4,8,12,0,3,11,90,15,10,12,3,0,0,1,2,2,1,2018
"1700",1699,"CELTA","ATHLETIC","1-2","1-1",5.7,5.7,6.6,66,34,9,3,17,5,3,12,86,21,20,16,2,0,0,3,4,8,1,2,23,71,24,18,21,5,0,0,1,2,2,1,2018
"1701",1700,"RAYO VALLECANO","CELTA","4-2","2-2",8.6,7.7,4.9,39,61,1,8,11,2,7,24,71,14,28,12,4,0,0,4,4,13,5,5,24,81,14,21,8,1,0,0,4,2,2,4,2018
"1702",1701,"LEGANÉS","HUESCA","1-0","0-0",3.6,6.1,5.3,50,50,5,7,14,2,4,25,74,24,11,11,3,0,0,4,3,9,2,4,28,74,26,27,9,3,0,0,1,0,0,1,2018
"1703",1702,"VALENCIA","VALLADOLID","1-1","0-0",4.5,6.1,5.7,63,37,9,5,17,3,7,25,83,28,8,15,2,0,0,2,1,6,3,0,19,66,22,27,18,5,0,0,1,1,1,1,2018
"1704",1703,"GIRONA","ALAVÉS","1-1","1-0",4.8,6.4,5.8,55,45,5,4,9,0,6,20,78,29,21,21,4,0,0,8,4,15,3,3,14,73,18,20,14,2,0,0,1,1,1,1,2018
"1705",1704,"VILLARREAL","GETAFE","1-2","0-0",6.9,5.3,5.7,58,42,6,7,17,4,6,25,73,28,22,14,5,0,0,3,4,9,2,1,31,62,24,28,13,3,0,0,1,2,2,1,2018
"1706",1705,"ATLETICO MADRID","LEVANTE","1-0","0-0",3.2,7.3,5.5,59,41,10,5,19,4,5,23,79,17,14,9,0,0,0,1,2,7,4,2,24,71,9,21,17,3,0,0,1,0,0,1,2018
"1707",1706,"ATHLETIC","SEVILLA FC","2-0","1-0",4.4,6.5,5.8,43,57,4,3,10,3,7,21,77,23,21,14,4,0,0,3,4,10,3,6,18,80,9,18,14,3,0,0,2,0,0,2,2018
"1708",1707,"BARCELONA","EIBAR","3-0","1-0",5,7.8,5.1,58,42,1,6,7,0,2,16,86,17,32,10,2,0,0,9,2,15,4,3,24,81,14,8,12,1,0,0,3,0,0,3,2018
"1709",1708,"REAL BETIS","REAL MADRID","1-2","0-1",6.1,6,6.9,73,27,5,2,9,2,6,15,91,8,9,9,2,0,0,3,5,14,6,5,17,82,9,30,13,3,0,0,1,2,2,1,2018
"1710",1709,"REAL SOCIEDAD","ESPANYOL","3-2","2-2",8.3,5.9,5.4,39,61,4,4,9,1,7,30,76,19,16,16,6,1,0,8,2,21,11,3,14,85,23,10,12,4,0,0,3,2,2,3,2018
"1711",1710,"GETAFE","ALAVÉS","4-0","1-0",5.2,7.8,4.1,44,56,5,8,16,3,4,39,63,21,24,17,0,0,0,5,0,7,2,2,28,68,38,25,18,4,0,0,4,0,0,4,2018
"1712",1711,"REAL MADRID","SEVILLA FC","2-0","0-0",5.2,7.6,5.6,69,31,9,6,23,8,7,31,85,17,11,9,2,0,0,1,1,4,2,4,21,70,14,35,14,3,0,0,2,0,0,2,2018
"1713",1712,"HUESCA","ATLETICO MADRID","0-3","0-1",5.7,4.8,7.6,51,49,7,3,14,4,6,19,72,24,18,15,2,0,0,3,8,15,4,5,19,72,27,40,13,2,0,0,0,3,3,0,2018
"1714",1713,"CELTA","VALENCIA","1-2","1-0",6.3,5.5,7,57,43,4,4,12,4,4,13,84,21,27,18,4,0,0,3,8,13,2,6,28,79,17,15,12,3,0,0,1,2,2,1,2018
"1715",1714,"REAL BETIS","GIRONA","3-2","1-2",7.7,6.7,5.7,59,41,4,5,12,3,7,17,84,15,21,8,2,0,0,2,5,8,1,2,20,74,18,25,12,4,0,0,3,2,2,3,2018
"1716",1715,"VILLARREAL","ATHLETIC","1-1","0-1",3.6,5.7,6.7,50,50,1,1,3,1,1,24,72,27,27,17,4,0,0,5,2,9,2,3,34,73,28,32,13,1,0,0,1,1,1,1,2018
"1717",1716,"LEVANTE","VALLADOLID","2-0","1-0",4.6,6.6,5.7,49,51,6,4,13,3,3,21,78,14,21,12,6,0,0,7,3,12,2,2,20,74,18,18,18,5,0,0,2,0,0,2,2018
"1718",1717,"RAYO VALLECANO","REAL SOCIEDAD","2-2","2-1",7.1,6.6,6.3,35,65,5,4,11,2,2,24,75,11,21,14,2,0,0,6,4,10,0,9,21,82,13,14,10,1,0,0,2,2,2,2,2018
"1719",1718,"BARCELONA","LEGANÉS","3-1","1-0",6,7.1,5.2,72,28,7,7,15,1,5,25,88,12,6,12,3,0,0,1,2,5,2,1,10,67,12,21,18,3,0,0,3,1,1,3,2018
"1720",1719,"EIBAR","ESPANYOL","3-0","1-0",5.1,7.2,4.7,55,45,5,9,16,2,6,39,76,21,10,16,2,0,0,4,0,6,2,2,21,68,31,27,10,5,0,0,3,0,0,3,2018
"1721",1720,"SEVILLA FC","LEVANTE","5-0","0-0",7.4,8.4,4.1,54,46,11,9,23,3,5,18,82,10,21,15,2,0,0,4,0,6,2,8,11,77,17,17,13,1,0,0,5,0,0,5,2018
"1722",1721,"ATLETICO MADRID","GETAFE","2-0","2-0",4.5,7.4,4.6,67,33,4,6,10,0,3,10,83,36,19,11,2,0,0,1,2,6,3,6,25,66,22,12,26,5,2,0,2,0,0,2,2018
"1723",1722,"LEGANÉS","EIBAR","2-2","0-2",6,6,6,54,46,5,3,9,1,4,35,64,36,18,16,2,0,0,2,2,5,1,5,35,60,31,32,14,3,0,0,2,2,2,2,2018
"1724",1723,"VALENCIA","VILLARREAL","3-0","1-0",6.9,7.6,5,45,55,5,9,18,4,7,19,81,22,19,13,1,0,0,2,5,14,7,4,26,82,12,12,8,3,0,0,3,0,0,3,2018
"1725",1724,"VALLADOLID","CELTA","2-1","0-1",6,6.6,5,44,56,11,7,19,1,7,18,70,22,21,15,2,0,0,6,3,9,0,5,19,76,23,15,19,4,1,0,2,1,1,2,2018
"1726",1725,"GIRONA","BARCELONA","0-2","0-1",4.9,5.3,6.6,36,64,5,5,13,3,3,8,79,7,12,18,4,1,0,4,7,15,4,8,24,86,13,17,12,3,0,0,0,2,2,0,2018
"1727",1726,"ATHLETIC","REAL BETIS","1-0","1-0",3.8,6.5,6.1,38,62,6,2,11,3,6,23,76,15,21,20,4,0,1,4,2,8,2,4,17,85,14,13,6,2,0,0,1,0,0,1,2018
"1728",1727,"REAL SOCIEDAD","HUESCA","0-0","0-0",2,5.9,6.4,68,32,5,1,8,2,5,21,85,23,15,9,0,0,0,6,1,8,1,2,16,64,21,28,22,3,0,0,0,0,0,0,2018
"1729",1728,"ESPANYOL","REAL MADRID","2-4","1-3",8.8,5.4,7.1,36,64,4,6,13,3,1,14,81,7,18,15,3,0,0,6,9,16,1,6,13,86,10,5,17,4,0,1,2,4,4,2,2018
"1730",1729,"ALAVÉS","RAYO VALLECANO","0-1","0-0",3.8,4.9,7.3,52,48,10,1,16,5,7,24,75,26,13,14,2,0,0,6,3,14,5,4,19,75,15,40,19,5,0,0,0,1,1,0,2018
"1731",1730,"HUESCA","VALLADOLID","4-0","1-0",5.6,8.2,4.1,43,57,2,7,11,2,7,23,71,34,32,17,6,0,0,4,4,9,1,7,23,78,15,30,11,2,0,0,4,0,0,4,2018
"1732",1731,"LEVANTE","GETAFE","0-0","0-0",2.2,6.1,5.8,58,42,4,4,8,0,5,20,71,29,36,7,4,0,0,5,2,9,2,5,37,60,19,33,15,3,0,0,0,0,0,0,2018
"1733",1732,"REAL SOCIEDAD","ATHLETIC","2-1","2-0",5.6,6,6,46,54,1,2,6,3,3,28,71,18,13,17,1,0,0,2,5,8,1,3,21,73,22,11,13,1,0,0,2,1,1,2,2018
"1734",1733,"BARCELONA","VALENCIA","2-2","1-2",9.3,6.1,6.4,69,31,8,8,20,4,9,15,91,15,9,8,3,0,0,4,8,14,2,1,15,77,15,27,5,0,0,0,2,2,2,2,2018
"1735",1734,"CELTA","SEVILLA FC","1-0","0-0",3.8,6.9,5.8,44,56,4,4,10,2,4,24,81,22,41,13,4,0,0,6,2,13,5,9,29,82,15,10,12,4,0,0,1,0,0,1,2018
"1736",1735,"VILLARREAL","ESPANYOL","2-2","1-0",7.7,6.5,5.6,42,58,7,5,14,2,3,20,74,19,22,22,4,0,0,6,2,17,9,2,35,79,17,17,16,5,0,0,2,2,2,2,2018
"1737",1736,"REAL BETIS","ATLETICO MADRID","1-0","0-0",3.5,7.3,5.5,55,45,2,3,7,2,1,10,88,10,38,7,4,0,0,9,1,13,3,7,25,82,18,7,21,3,0,0,1,0,0,1,2018
"1738",1737,"EIBAR","GIRONA","3-0","1-0",4.8,6.9,4.7,56,44,7,5,17,5,8,25,68,40,29,12,2,0,0,3,2,6,1,5,29,61,36,40,9,1,0,0,3,0,0,3,2018
"1739",1738,"REAL MADRID","ALAVÉS","3-0","1-0",5.9,8.2,4.6,71,29,8,8,22,6,7,22,90,10,9,10,0,0,0,5,1,7,1,2,22,72,16,27,12,3,0,0,3,0,0,3,2018
"1740",1739,"RAYO VALLECANO","LEGANÉS","1-2","0-1",6.5,5.6,5.8,62,38,5,6,15,4,5,20,83,15,29,19,6,0,0,8,4,13,1,6,24,63,31,36,10,4,0,1,1,2,2,1,2018
"1741",1740,"VALLADOLID","VILLARREAL","0-0","0-0",2.2,6.1,5.9,49,51,5,3,8,1,8,32,77,11,21,13,3,0,0,4,3,7,0,3,19,78,20,32,18,2,0,0,0,0,0,0,2018
"1742",1741,"GETAFE","CELTA","3-1","1-1",6.1,6.9,4.9,49,51,4,6,12,2,4,24,70,24,7,16,3,0,0,6,3,13,4,3,23,74,23,28,13,2,1,0,3,1,1,3,2018
"1743",1742,"ATLETICO MADRID","REAL MADRID","1-3","1-2",5.7,4.9,7.5,34,66,9,2,11,0,3,16,73,10,13,21,6,1,0,5,4,11,2,4,24,84,18,12,16,3,0,0,1,3,3,1,2018
"1744",1743,"ESPANYOL","RAYO VALLECANO","2-1","0-1",6.1,6.4,5.5,61,39,8,5,15,2,6,22,84,16,19,11,0,0,0,3,3,9,3,2,13,75,18,49,19,2,0,0,2,1,1,2,2018
"1745",1744,"GIRONA","HUESCA","0-2","0-2",4.9,5.7,6.8,66,34,5,7,13,1,13,27,81,26,13,9,2,1,0,0,6,6,0,2,18,67,29,58,18,1,0,0,0,2,2,0,2018
"1746",1745,"LEGANÉS","REAL BETIS","3-0","2-0",4.7,7.8,4.8,32,68,10,4,16,2,4,7,78,10,21,22,4,0,0,1,1,3,1,4,22,86,9,13,11,2,0,1,3,0,0,3,2018
"1747",1746,"VALENCIA","REAL SOCIEDAD","0-0","0-0",2.4,6.8,6.4,41,59,4,4,10,2,7,22,77,12,14,11,2,0,0,2,1,8,5,5,26,86,10,21,18,4,0,0,0,0,0,0,2018
"1748",1747,"SEVILLA FC","EIBAR","2-2","0-1",7.6,5.8,6.2,58,42,7,4,13,2,9,20,77,33,24,11,3,1,0,2,4,8,2,7,24,66,25,30,7,2,0,0,2,2,2,2,2018
"1749",1748,"ATHLETIC","BARCELONA","0-0","0-0",3.1,6.3,6.2,33,67,4,5,13,4,6,11,78,18,27,23,3,1,0,4,2,10,4,4,15,88,14,9,10,2,0,0,0,0,0,0,2018
"1750",1749,"ALAVÉS","LEVANTE","2-0","1-0",4.3,6.6,5.7,47,53,9,4,16,3,3,24,70,32,39,14,3,0,0,3,0,8,5,10,25,66,16,16,18,2,0,0,2,0,0,2,2018
"1751",1750,"EIBAR","GETAFE","2-2","0-1",6.6,6,5.8,58,42,4,6,11,1,3,45,59,46,32,13,2,0,0,2,4,7,1,3,30,51,40,44,12,1,0,0,2,2,2,2,2018
"1752",1751,"CELTA","LEVANTE","1-4","0-2",7.6,4.8,7.5,57,43,4,7,14,3,5,24,82,7,12,12,1,0,1,3,8,14,3,7,10,81,9,26,17,1,0,0,1,4,4,1,2018
"1753",1752,"RAYO VALLECANO","ATLETICO MADRID","0-1","0-0",3.2,6.6,6.8,49,51,5,6,12,1,4,21,75,13,19,10,0,0,0,1,3,4,0,6,26,73,21,20,14,1,0,0,0,1,1,0,2018
"1754",1753,"REAL SOCIEDAD","LEGANÉS","3-0","0-0",5.2,7.4,5.2,62,38,8,6,15,1,4,30,83,12,17,10,4,0,0,5,3,8,0,1,29,72,16,20,16,2,0,0,3,0,0,3,2018
"1755",1754,"BARCELONA","VALLADOLID","1-0","1-0",4.4,7.2,5.4,61,39,7,8,20,5,3,14,90,12,15,12,1,0,0,6,0,10,4,5,11,80,10,15,18,3,0,0,1,0,0,1,2018
"1756",1755,"REAL MADRID","GIRONA","1-2","1-0",7.3,4.5,7.5,57,43,7,7,19,5,7,15,84,24,10,13,2,1,0,7,6,14,1,0,19,81,16,30,18,2,0,0,1,2,2,1,2018
"1757",1756,"VALENCIA","ESPANYOL","0-0","0-0",2.8,6.4,6,51,49,15,1,21,5,10,21,81,31,12,12,2,0,0,4,1,7,2,2,11,81,23,35,10,3,1,0,0,0,0,0,2018
"1758",1757,"VILLARREAL","SEVILLA FC","3-0","2-0",6.3,7.5,5.7,43,57,3,6,12,3,6,18,78,19,29,7,4,0,0,9,5,21,7,4,28,84,26,24,12,1,0,0,3,0,0,3,2018
"1759",1758,"REAL BETIS","ALAVÉS","1-1","1-1",5.1,6.7,6.1,66,34,4,9,18,5,6,20,89,16,16,10,4,0,0,1,3,6,2,3,11,74,9,24,12,1,0,0,1,1,1,1,2018
"1760",1759,"HUESCA","ATHLETIC","0-1","0-1",2.9,5,6.4,50,50,6,2,12,4,3,23,73,31,20,16,5,0,0,3,4,9,2,5,18,72,35,29,11,1,0,0,0,1,1,0,2018
"1761",1760,"ESPANYOL","HUESCA","1-1","1-0",4.8,5.8,7.2,68,32,7,2,13,4,7,23,83,17,22,9,2,0,0,6,4,12,2,4,20,71,18,33,16,4,0,0,1,1,1,1,2018
"1762",1761,"GETAFE","RAYO VALLECANO","2-1","1-0",4.3,6.2,5.7,42,58,7,2,11,2,2,20,68,21,20,12,2,0,0,4,2,7,1,2,19,80,16,13,13,1,0,0,2,1,1,2,2018
"1763",1762,"SEVILLA FC","BARCELONA","2-4","2-1",8.7,5.1,7.9,40,60,3,4,13,6,3,16,78,13,22,15,6,0,0,2,8,17,7,8,23,86,21,22,11,1,0,0,2,4,4,2,2018
"1764",1763,"ALAVÉS","CELTA","0-0","0-0",2.5,6.3,6.6,47,53,10,4,17,3,3,24,78,19,22,15,2,0,0,1,2,8,5,4,18,80,27,33,9,2,0,0,0,0,0,0,2018
"1765",1764,"ATHLETIC","EIBAR","1-0","1-0",3.2,6.5,5.2,45,55,5,4,9,0,10,32,62,44,21,10,3,0,0,3,2,7,2,2,36,69,31,25,17,4,0,0,1,0,0,1,2018
"1766",1765,"LEGANÉS","VALENCIA","1-1","0-1",5.2,6.5,6,50,50,8,6,17,3,4,31,81,37,13,14,5,0,0,5,1,6,0,2,16,78,21,31,10,3,0,0,1,1,1,1,2018
"1767",1766,"ATLETICO MADRID","VILLARREAL","2-0","1-0",5.4,7.1,5.4,51,49,5,7,15,3,6,19,87,19,25,9,0,0,0,6,3,14,5,7,17,86,19,14,10,3,0,0,2,0,0,2,2018
"1768",1767,"VALLADOLID","REAL BETIS","0-2","0-1",4.4,6,6.9,48,52,5,2,10,3,13,31,83,6,9,10,1,0,0,3,2,6,1,4,18,84,17,45,9,2,0,0,0,2,2,0,2018
"1769",1768,"LEVANTE","REAL MADRID","1-2","0-1",7,4.8,6.4,39,61,7,2,11,2,4,18,76,7,14,17,4,1,0,6,5,19,8,6,18,85,15,22,11,2,1,0,1,2,2,1,2018
"1770",1769,"GIRONA","REAL SOCIEDAD","0-0","0-0",2.1,6.8,5.7,46,54,4,3,10,3,3,27,77,24,21,26,4,0,0,4,1,7,2,5,22,81,25,27,15,1,0,0,0,0,0,0,2018
"1771",1770,"RAYO VALLECANO","GIRONA","0-2","0-1",4.7,5.2,6.7,54,46,4,3,9,2,7,25,80,24,16,17,3,0,1,5,4,12,3,1,16,79,19,21,23,4,0,0,0,2,2,0,2018
"1772",1771,"ESPANYOL","VALLADOLID","3-1","1-1",6.2,6.5,4.8,54,46,7,6,15,2,5,23,81,25,15,17,2,0,0,8,3,14,3,3,17,74,15,21,8,2,0,0,3,1,1,3,2018
"1773",1772,"VILLARREAL","ALAVÉS","1-2","0-0",4.9,5.7,6.5,60,40,4,2,9,3,8,21,80,34,14,15,2,0,0,6,2,10,2,2,21,70,29,36,12,3,0,0,1,2,2,1,2018
"1774",1773,"HUESCA","SEVILLA FC","2-1","1-0",5.8,6.1,5.3,28,72,3,3,7,1,3,15,54,22,41,15,5,0,0,4,5,12,3,12,14,81,23,20,16,4,0,0,2,1,1,2,2018
"1775",1774,"REAL MADRID","BARCELONA","0-1","0-1",3.9,5.8,7.2,49,51,7,3,17,7,8,12,85,10,12,16,3,0,0,5,4,9,0,6,13,84,10,35,13,2,0,0,0,1,1,0,2018
"1776",1775,"EIBAR","CELTA","1-0","0-0",3.5,6.3,5.3,63,37,5,4,15,6,7,27,76,23,6,14,1,0,0,1,1,3,1,0,24,64,28,44,16,1,0,0,1,0,0,1,2018
"1777",1776,"REAL BETIS","GETAFE","1-2","0-2",5,5.7,6.7,65,35,4,2,6,0,4,13,81,24,19,14,2,0,0,2,5,11,4,4,27,66,25,12,14,2,0,0,1,2,2,1,2018
"1778",1777,"REAL SOCIEDAD","ATLETICO MADRID","0-2","0-2",4.4,5.8,6.6,61,39,11,3,19,5,7,20,88,20,8,12,1,0,0,4,3,8,1,3,13,77,15,35,17,3,1,0,0,2,2,0,2018
"1779",1778,"VALENCIA","ATHLETIC","2-0","0-0",4,7.2,5.4,50,50,6,3,11,2,6,21,84,11,13,12,0,0,0,2,1,4,1,2,17,84,21,22,13,3,0,0,2,0,0,2,2018
"1780",1779,"LEGANÉS","LEVANTE","1-0","1-0",4,6,5.7,39,61,8,3,14,3,2,26,71,22,30,15,6,0,0,8,4,15,3,2,33,81,12,16,10,4,0,0,1,0,0,1,2018
"1781",1780,"ATHLETIC","ESPANYOL","1-1","0-1",4.4,6.4,6,65,35,8,6,15,1,7,28,82,29,5,13,3,0,0,2,2,5,1,0,21,70,22,63,20,5,0,0,1,1,1,1,2018
"1782",1781,"ALAVÉS","EIBAR","1-1","0-0",4.2,5.9,6.1,43,57,10,3,16,3,3,26,61,43,23,10,1,0,0,12,3,20,5,5,28,69,27,19,18,1,0,0,1,1,1,1,2018
"1783",1782,"ATLETICO MADRID","LEGANÉS","1-0","0-0",4,6.7,5.9,45,55,5,4,13,4,4,23,77,20,21,9,2,0,0,1,2,3,0,4,30,83,14,14,7,2,0,0,1,0,0,1,2018
"1784",1783,"BARCELONA","RAYO VALLECANO","3-1","1-1",5.8,7.4,5.4,69,31,4,6,12,2,10,10,90,5,6,12,1,0,0,3,1,8,4,4,12,79,8,24,17,2,0,0,3,1,1,3,2018
"1785",1784,"GETAFE","HUESCA","2-1","0-1",5.4,6.7,4.8,57,43,7,5,13,1,13,37,67,30,11,14,0,0,0,1,1,7,5,1,22,59,28,32,17,4,0,0,2,1,1,2,2018
"1786",1785,"CELTA","REAL BETIS","0-1","0-0",3.3,5.5,7.2,38,62,6,1,7,0,4,12,82,11,19,17,3,0,0,6,4,14,4,4,9,88,12,12,16,0,0,0,0,1,1,0,2018
"1787",1786,"GIRONA","VALENCIA","2-3","1-1",8.7,5.9,6,60,40,6,7,17,4,6,20,84,26,11,13,1,0,0,2,6,11,3,1,27,79,15,26,10,3,1,0,2,3,3,2,2018
"1788",1787,"LEVANTE","VILLARREAL","0-2","0-0",5.2,5.2,6.9,51,49,6,3,11,2,8,19,78,7,7,8,3,0,0,5,5,13,3,2,14,80,25,26,21,5,0,0,0,2,2,0,2018
"1789",1788,"SEVILLA FC","REAL SOCIEDAD","5-2","1-1",7.9,7.7,4.5,49,51,6,10,21,5,7,20,77,11,16,12,2,0,0,6,2,9,1,2,25,78,20,22,13,2,0,0,5,2,2,5,2018
"1790",1789,"VALLADOLID","REAL MADRID","1-4","1-1",6.7,4.4,7.3,38,62,7,2,10,1,5,18,81,10,18,14,1,0,0,5,6,15,4,12,13,89,17,23,12,5,1,0,1,4,4,1,2018
"1791",1790,"REAL SOCIEDAD","LEVANTE","1-1","1-0",4.7,6.4,5.8,58,42,13,7,23,3,5,30,80,17,6,10,2,0,0,1,3,8,4,3,20,72,13,19,12,2,0,0,1,1,1,1,2018
"1792",1791,"HUESCA","ALAVÉS","1-3","1-1",6,4.8,6.6,55,45,6,1,7,0,2,15,70,24,23,21,1,0,0,5,5,12,2,2,16,67,29,31,23,3,0,0,1,3,3,1,2018
"1793",1792,"REAL MADRID","CELTA","2-0","0-0",4.9,7.6,5.4,53,47,6,7,22,9,9,26,88,6,8,15,1,0,0,1,1,6,4,2,11,87,10,25,8,0,0,0,2,0,0,2,2018
"1794",1793,"ATHLETIC","ATLETICO MADRID","2-0","0-0",4.2,7.2,5.3,48,52,3,5,8,0,1,21,76,27,31,12,3,0,0,5,2,9,2,7,27,76,22,17,4,1,0,0,2,0,0,2,2018
"1795",1794,"LEGANÉS","GIRONA","0-2","0-2",4.4,4.9,7.8,53,47,4,3,12,5,6,38,77,35,11,20,8,0,0,4,4,8,0,2,29,75,26,25,6,1,0,0,0,2,2,0,2018
"1796",1795,"EIBAR","VALLADOLID","1-2","0-0",5.8,4.9,6.5,62,38,11,3,15,1,5,29,75,36,15,16,4,0,0,4,3,8,1,0,17,64,22,42,14,2,0,0,1,2,2,1,2018
"1797",1796,"ESPANYOL","SEVILLA FC","0-1","0-0",3.9,5.6,6.2,50,50,7,3,13,3,6,17,78,24,16,11,2,1,0,3,3,12,6,5,17,78,25,25,14,3,1,0,0,1,1,0,2018
"1798",1797,"VILLARREAL","RAYO VALLECANO","3-1","0-1",5.9,6.8,5.7,54,46,4,4,12,4,5,27,85,9,15,16,3,0,0,1,3,7,3,5,19,78,10,17,7,3,0,0,3,1,1,3,2018
"1799",1798,"VALENCIA","GETAFE","0-0","0-0",2.1,6.2,5.5,63,37,5,2,8,1,3,21,76,32,21,13,3,0,0,4,1,9,4,5,21,56,19,19,22,4,0,0,0,0,0,0,2018
"1800",1799,"REAL BETIS","BARCELONA","1-4","0-2",7.2,5.3,8.4,56,44,2,3,13,8,3,13,87,5,7,10,1,0,0,6,9,16,1,7,13,87,12,15,11,2,0,0,1,4,4,1,2018
"1801",1800,"GIRONA","ATHLETIC","1-2","1-0",4.9,5.5,6.4,49,51,1,2,6,3,3,19,77,17,13,18,2,0,0,2,5,8,1,3,16,78,25,22,18,4,0,0,1,2,2,1,2018
"1802",1801,"GETAFE","LEGANÉS","0-2","0-0",4.1,4.7,6.2,56,44,6,2,9,1,3,29,71,21,18,15,5,0,0,3,3,7,1,4,17,59,29,41,25,2,0,0,0,2,2,0,2018
"1803",1802,"BARCELONA","ESPANYOL","2-0","0-0",4.2,7.3,5.9,70,30,7,3,13,3,5,18,88,12,9,15,0,0,0,0,2,4,2,2,15,72,13,25,14,4,0,0,2,0,0,2,2018
